address,lat,lng,point_name,city,state,KFC,Pizza Hut,7 Eleven Malaysia Sdn Bhd,Dominos,Starbucks,Kenny Rogers Roasters,Nandos,MarryBrown,Dommal Food Services Sdn Bhd,Mynews Retail Sdn Bhd,Restaurants,Property Management,Consultants,Legal,Barber & Beauty Salons,General,Clothing,Travel & Tourism,Others,Accomodation,tmn_name_1,tmn_lat_1,tmn_lng_1,tmn_majority_tenure_1,tmn_majority_type_1,tmn_median_price_1,tmn_name_2,tmn_lat_2,tmn_lng_2,tmn_majority_tenure_2,tmn_majority_type_2,tmn_median_price_2,tmn_name_3,tmn_lat_3,tmn_lng_3,tmn_majority_tenure_3,tmn_majority_type_3,tmn_median_price_3,tmn_fb_total_pop_1,tmn_fb_male_pop_1,tmn_fb_female_pop_1,tmn_fb_female_reproductive_pop_1,tmn_fb_youth_pop_1,tmn_fb_elder_pop_1,tmn_fb_child_pop_1,tmn_fb_total_pop_2,tmn_fb_male_pop_2,tmn_fb_female_pop_2,tmn_fb_female_reproductive_pop_2,tmn_fb_youth_pop_2,tmn_fb_elder_pop_2,tmn_fb_child_pop_2,tmn_fb_total_pop_3,tmn_fb_male_pop_3,tmn_fb_female_pop_3,tmn_fb_female_reproductive_pop_3,tmn_fb_youth_pop_3,tmn_fb_elder_pop_3,tmn_fb_child_pop_3,tmn_rwi_1,tmn_rwi_2,tmn_rwi_3,C_KFC,C_MarryBrown,C_Burger King,point_name2,point_name3
"McDonalds, 120-120A Jalan Bukit Bintang, 55100, Kuala Lumpur, Malaysia ",3.1467117,101.7108853,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,1,1,1,1,1,493,406,456,376,232,263,403,439,134,334,"JALAN BEDARA, KL CITY CENTRE, KUALA LUMPUR",3.148303,101.7098673,FREEHOLD,APARTMENT,535000.0,"JALAN BERANGAN, KL CITY CENTRE, KUALA LUMPUR",3.147642,101.7090574,FREEHOLD,FLAT,402500.0,"JALAN ALOR, KL CITY CENTRE, KUALA LUMPUR",3.1459204,101.7089731,FREEHOLD,FLAT,450000.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,1.591,1.591,1.591,1,1,0,Starbucks,Centra Hotel & Apartments
"McDonalds, 55 & 57, Jalan Tun Tan Siew Sin, 50050, Kuala Lumpur, Malaysia ",3.1459723,101.698404,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,1,1,1,1,1,461,336,386,329,237,232,406,405,154,360,"MUN NANG MANSION, KL CITY CENTRE, KUALA LUMPUR",3.1480781,101.6970821,FREEHOLD,FLAT,70000.0,"CORINTHIAN, KL CITY CENTRE, KUALA LUMPUR",3.146642,101.6958449,FREEHOLD,CONDOMINIUM,1000000.0,"KOMPLEK NAGARIA (PLAZA BERJAYA), KL CITY CENTRE, KUALA LUMPUR",3.146642,101.6958449,FREEHOLD,CONDOMINIUM,823500.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,1.591,1.591,1.591,1,1,0,Rds Management Travel And Tours (M) Sdn Bhd,McDonald's
"McDonalds, Lorong 8, Holiday Plaza, Jalan Dato' Sulaiman, 80400, Johor Bahru, Johor, Malaysia ",1.4884483,103.7590886,McDonalds,JOHOR BAHARU,JOHOR,1,1,1,1,0,0,1,1,0,0,141,76,67,75,222,57,48,51,90,51,"KEBUN TEH, JOHOR BAHRU, JOHOR",1.488997,103.7555431,FREEHOLD,BUNGALOW,1750000.0,"TAMAN MELODIES, JOHOR BAHRU, JOHOR",1.492145,103.7599981,FREEHOLD,BUNGALOW,605000.0,"TAMAN CENTURY, JOHOR BAHRU, JOHOR",1.4864086,103.7625074,FREEHOLD,TERRACEHOUSE,470000.0,2372.0,1051.0,989.0,592.0,439.0,146.0,129.0,2372.0,1051.0,989.0,592.0,439.0,146.0,129.0,2372.0,1051.0,989.0,592.0,439.0,146.0,129.0,1.088,1.088,1.088,1,1,0,Mirror Creative,Color Bar Hair Gallery
"McDonalds, 48, Jalan Telawi Lima, 59100, Bangsar Baru, Bangsar, Kuala Lumpur, Malaysia ",3.1329700000000003,101.6722699,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,0,1,1,1,1,1,0,1,1,209,135,202,154,110,81,133,77,96,64,"BANGSAR BARU, BANGSAR, KUALA LUMPUR",3.132896,101.6714351,FREEHOLD,TERRACEHOUSE,1760000.0,"BANGSAR PARK, BANGSAR, KUALA LUMPUR",3.133456,101.6743219,FREEHOLD,TERRACEHOUSE,1525000.0,"THE ENCLAVE, BANGSAR, KUALA LUMPUR",3.1296205,101.6698299,FREEHOLD,BUNGALOW,11000000.0,3125.0,1446.0,1489.0,954.0,641.0,207.0,220.0,3125.0,1446.0,1489.0,954.0,641.0,207.0,220.0,3125.0,1446.0,1489.0,954.0,641.0,207.0,220.0,1.14,1.14,1.14,1,0,0,Standard Chartered Bank Malaysia Berhad,Olympik Holidays Sdn Bhd
"McDonalds, No. 56 Jalan SS 2/61, 47300, Petaling Jaya, Selangor, Malaysia ",3.1182753,101.6204154,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,1,1,0,1,1,206,128,203,119,82,90,48,30,63,10,"SS 2 PETALING JAYA, PETALING JAYA, SELANGOR",3.12026,101.6222681,FREEHOLD,TERRACEHOUSE,980000.0,"IXORA RESIDENCE, PETALING JAYA, SELANGOR",3.1209,101.61637,LEASEHOLD,TOWNHOUSE,830000.0,"SEA PARK APARTMENT, PETALING JAYA, SELANGOR",3.112444,101.622308,FREEHOLD,APARTMENT,388000.0,2681.0,1173.0,1113.0,699.0,422.0,132.0,194.0,2681.0,1173.0,1113.0,699.0,422.0,132.0,194.0,2681.0,1173.0,1113.0,699.0,422.0,132.0,194.0,0.799,0.799,1.21,1,0,0,Skl D I Y Sdn Bhd,McDonald's
"McDonalds, No. 1 & 2 Jalan 54, Desa Jaya, 52100, Kepong, Selangor, Malaysia ",3.2135639,101.6328035,McDonalds,GOMBAK,SELANGOR,1,1,1,1,1,1,0,1,1,1,121,114,65,22,70,122,41,16,98,8,"TAMAN BUKIT DESA JAYA, KEPONG, SELANGOR",3.2135884,101.6326186,FREEHOLD,TERRACEHOUSE,512500.0,"MUTIARA FADASON, JINJANG, KUALA LUMPUR",3.2117187,101.6322692,LEASEHOLD,FLAT,110000.0,"TAMAN BATU, KEPONG, SELANGOR",3.2117187,101.6322692,FREEHOLD,TERRACE HOUSE,450000.0,3104.0,1514.0,1410.0,865.0,504.0,212.0,198.0,3104.0,1514.0,1410.0,865.0,504.0,212.0,198.0,3104.0,1514.0,1410.0,865.0,504.0,212.0,198.0,0.944,0.944,0.944,1,1,0,NGN Connection Sdn Bhd,McDonald's
"McDonalds, LG 10 Subang Parade, No. 5 Jalan SS 16/1, 47500, Subang Jaya, Selangor, Malaysia ",3.081789,101.5852899,McDonalds,PETALING,SELANGOR,1,1,1,1,1,1,1,0,1,1,113,80,101,54,52,52,51,20,47,24,"SAUJANA RESIDENCY, SUBANG JAYA, SELANGOR",3.0827739,101.5845191,FREEHOLD,SERVICERESIDENCE,990000.0,"EMPIRE SUBANG, SUBANG JAYA, SELANGOR",3.0819468,101.5827633,FREEHOLD,SERVICE RESIDENCE,225800.0,"ISOLA, SUBANG JAYA, SELANGOR",3.0813384,101.5817038,FREEHOLD,SERVICE RESIDENCE,1020000.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,0.808,0.808,0.808,1,0,0,Huawei Experience Store Subang Parade,Pearleszense Bodyline Sdn Bhd
"McDonalds, Lot 8, Section 85, Jalan Pahang, 53000, Setapak, Kuala Lumpur, Malaysia ",3.1795857000000005,101.7003285,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,0,0,1,1,1,0,1,1,106,107,110,90,28,95,42,51,38,79,"PERUMAHAN AWAM SRI PERAK, SENTUL, KUALA LUMPUR",3.1819361,101.6991297,LEASEHOLD,FLAT,25900.0,"SERI TITIWANGSA CONDOMINIUM, TITIWANGSA, KUALA LUMPUR",3.182874,101.7027601,FREEHOLD,CONDOMINIUM,750000.0,"BANDAR BARU SENTUL, SENTUL, KUALA LUMPUR",3.182944,101.6976809,LEASEHOLD,APARTMENT,140000.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,1.287,1.287,1.287,1,0,0,Gerbang Alaf Restaurants Sdn. Bhd.,Yong Jeng Air-Cond & Refrigeration (M) Sdn Bhd
"McDonalds, Lot 2506/7, Section 6, Jalan Masjid Negeri, 11600, Penang, Pulau Pinang, Malaysia ",5.4011998,100.3042984,McDonalds,TIMUR LAUT,PULAU PINANG,1,1,1,0,0,0,0,0,1,0,34,57,22,15,63,26,7,10,21,9,"JALAN THORPE, AYER ITAM, PENANG",5.401333599999999,100.302649,FREEHOLD,SEMI-D,1750000.0,"HALAMAN FREE SCHOOL, JELUTONG, PENANG",5.401305799999999,100.306229,FREEHOLD,SEMI-D,1765000.0,"JALAN HARGREAVES, JELUTONG, PENANG",5.4006611,100.3072325,FREEHOLD,SEMI-D,3200000.0,3129.0,1407.0,1470.0,833.0,483.0,337.0,171.0,3129.0,1407.0,1470.0,833.0,483.0,337.0,171.0,3129.0,1407.0,1470.0,833.0,483.0,337.0,171.0,1.112,1.4,1.4,1,0,0,Trinity Methodist Church Kindergarten,JT BUILDING MANAGEMENT
"McDonalds, Lot 1.19, Plaza Pelangi, Jalan Tebrau/Jalan Kuning, 80400, Johor Bahru, Johor, Malaysia ",1.4804286,103.765172,McDonalds,JOHOR BAHARU,JOHOR,1,1,1,1,1,0,1,1,0,0,152,85,68,82,222,54,43,56,85,60,"TAMAN MAJU JAYA, JOHOR BAHRU, JOHOR",1.48079,103.7648131,FREEHOLD,TERRACEHOUSE,600000.0,"TAMAN MAJU JAYA, BAKRI, JOHOR",1.4816828000000002,103.7651,FREEHOLD,TERRACEHOUSE,250000.0,"TAMAN MAJU JAYA BAHARU, RENGIT, JOHOR",1.4821653,103.7655804,FREEHOLD,TERRACEHOUSE,60000.0,2372.0,1051.0,989.0,592.0,439.0,146.0,129.0,2372.0,1051.0,989.0,592.0,439.0,146.0,129.0,2372.0,1051.0,989.0,592.0,439.0,146.0,129.0,1.088,1.088,1.088,1,1,0,Maxis Centre (Shining Telecomunication- Taman Pelangi),Cold Storage
"McDonalds, Lot G-13, Ground Floor, Alpha Angle Complex, Jalan R1, Wangsa Maju, 53000, Setapak, Kuala Lumpur, Malaysia ",3.2016521,101.7339701,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,1,1,0,1,1,122,95,112,40,70,71,62,27,19,12,"ALPHA VILLA, WANGSA MAJU, KUALA LUMPUR",3.201293,101.7351191,LEASEHOLD,CONDOMINIUM,400000.0,"BANDAR BARU WANGSA MAJU, WANGSA MAJU, KUALA LUMPUR",3.2010545,101.7323376,LEASEHOLD,TERRACEHOUSE,700000.0,"WANGSA METROVIEW, WANGSA MAJU, KUALA LUMPUR",3.2041867,101.7358161,FREEHOLD,TOWNHOUSE,550000.0,4903.0,2350.0,2288.0,1426.0,1004.0,243.0,390.0,4903.0,2350.0,2288.0,1426.0,1004.0,243.0,390.0,4903.0,2350.0,2288.0,1426.0,1004.0,243.0,390.0,1.156,1.352,1.156,1,0,0,Vincci,Shoe City Malaysia Sdn Bhd
"McDonalds, 27 & 28, Jalan Abdul Aziz, 43000, Kajang, Selangor, Malaysia ",2.9916018,101.7911982,McDonalds,HULU LANGAT,SELANGOR,1,1,1,0,1,1,0,0,1,0,50,55,15,30,23,51,25,9,28,13,"MKH BOULEVARD, KAJANG, SELANGOR",2.990018,101.79172,LEASEHOLD,SERVICE RESIDENCE,477500.0,"RUMAH MURAH BATU 15 JALAN SEMENYIH, KAJANG, SELANGOR",2.9926836,101.7925222,LEASEHOLD,TERRACEHOUSE,172500.0,"MKH AVENUE KAJANG, KAJANG, SELANGOR",2.9900434,101.7920339,LEASEHOLD,SERVICE RESIDENCE,550000.0,2127.0,998.0,940.0,602.0,453.0,70.0,176.0,2127.0,998.0,940.0,602.0,453.0,70.0,176.0,2127.0,998.0,940.0,602.0,453.0,70.0,176.0,1.009,1.009,1.009,1,0,0,G & B Information Station Sdn Bhd,McDonald's
"McDonalds, Genting Highland Resort, 69000, Genting Highland, Pahang, Malaysia ",3.4236587,101.792631,McDonalds,BENTONG,PAHANG,1,0,0,0,1,1,0,1,0,1,10,0,1,0,0,1,2,2,0,7,"KAYANGAN APARTMENT, BENTONG, PAHANG",3.4216330000000004,101.7911999,FREEHOLD,APARTMENT,1300000.0,"APARTMENT RIA, BENTONG, PAHANG",3.4200231,101.7907585,FREEHOLD,APARTMENT,639000.0,"RIA APARTMENT GENTING HIGHLANDS, BATANG KALI, SELANGOR",3.4200231,101.7907585,LEASEHOLD,APARTMENT,200000.0,1278.0,649.0,570.0,333.0,277.0,80.0,89.0,1278.0,649.0,570.0,333.0,277.0,80.0,89.0,1278.0,649.0,570.0,333.0,277.0,80.0,89.0,1.221,1.221,1.221,1,1,0,Genting Highlands Resort,Genting Malaysia Bhd
"McDonalds, 2nd Floor, Lot 268 - 269, Jalan Tuanku Abdul Rahman, 93100, Kuching, Sarawak, Malaysia ",1.55745,110.353034,McDonalds,KUCHING,SARAWAK,1,1,1,0,1,0,0,1,0,0,52,49,27,57,14,20,35,50,76,73,"TAMAN IDAMAN (BATU 13), KUCHING, SARAWAK",1.5565031,110.3537657,LEASEHOLD,TERRACE HOUSE,230000.0,"RIVERBANK SUITES, KUCHING, SARAWAK",1.5585498,110.3520229,LEASEHOLD,CONDOMINIUM,465000.0,"TAMAN MAS PERMATA, KUCHING, SARAWAK",1.556154,110.352087,LEASEHOLD,TERRACEHOUSE,380000.0,1021.0,487.0,472.0,264.0,201.0,63.0,79.0,1021.0,487.0,472.0,264.0,201.0,63.0,79.0,1021.0,487.0,472.0,264.0,201.0,63.0,79.0,1.308,1.308,1.308,1,1,0,McDonald's,IDP Education Australia
"McDonalds, Lot 6-21 Ground Floor, Mahkota Parade, Jalan Taman, 75000, , Melaka, Malaysia ",2.1905402,102.24895490000002,McDonalds,MELAKA TENGAH,MELAKA,1,1,1,0,1,1,1,1,1,0,116,42,32,46,46,49,48,38,64,129,"TAMAN AUNLER, MELAKA CITY, MELAKA",2.1910883,102.2488209,LEASEHOLD,FLAT,58000.0,"TAMAN SEGAR, MELAKA CITY, MELAKA",2.1910883,102.2488209,FREEHOLD,TERRACEHOUSE,220000.0,"TAMAN LEREH IMPIAN, KLEBANG, MELAKA",2.1910883,102.2488209,FREEHOLD,TERRACEHOUSE,270000.0,2735.0,1166.0,1281.0,729.0,573.0,300.0,107.0,2735.0,1166.0,1281.0,729.0,573.0,300.0,107.0,2735.0,1166.0,1281.0,729.0,573.0,300.0,107.0,1.213,1.213,1.213,1,1,0,Anda Travel & Tours Sdn Bhd,Trimmers Unisex Hair Creations
"McDonalds, Lot 6, LGF Sogo Pernas Department Stores S/B, 190, Jalan Tuanku Abdul Rahman, 50100, Kuala Lumpur, Malaysia ",3.1562295,101.6955686,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,1,1,1,1,1,307,296,367,321,112,152,206,321,102,319,"THE MANHATTAN, KL CITY CENTRE, KUALA LUMPUR",3.1560983,101.6955216,FREEHOLD,SERVICE RESIDENCE,1550000.0,"MENARA CITY ONE, KL CITY CENTRE, KUALA LUMPUR",3.155395,101.6980523,FREEHOLD,CONDOMINIUM,400000.0,"MAY TOWER SERVICE APARTMENT, KL CITY CENTRE, KUALA LUMPUR",3.154109,101.698263,FREEHOLD,SERVICERESIDENCE,328000.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,3039.0,1490.0,1378.0,883.0,520.0,157.0,236.0,1.591,1.591,1.591,1,1,0,Toyo Jitsugyo (M) Sdn Bhd,S S B Interchange Sdn Bhd
"McDonalds, LG 16, Lower Ground Floor, Leisure Mall, Taman Segar, No. 6, Jalan Cheras, 56100, Cheras, Kuala Lumpur, Malaysia ",3.0900331000000003,101.7415687,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,1,1,0,1,1,109,96,72,38,54,57,44,34,27,11,"TAMAN MUTIARA, CHERAS, KUALA LUMPUR",3.0911571,101.7396829,FREEHOLD,TERRACEHOUSE,830000.0,"SEGAR COURT, CHERAS, KUALA LUMPUR",3.090472,101.743988,LEASEHOLD,CONDOMINIUM,560000.0,"SEGAR VIEW, CHERAS, KUALA LUMPUR",3.092045,101.7434909,FREEHOLD,CONDOMINIUM,520000.0,3125.0,1446.0,1489.0,954.0,641.0,207.0,220.0,3125.0,1446.0,1489.0,954.0,641.0,207.0,220.0,3125.0,1446.0,1489.0,954.0,641.0,207.0,220.0,1.223,1.223,1.223,1,0,0,Mail Boxes Etc Cheras Leisure Mall,Transmarco Concepts Sdn Bhd
"McDonalds, No 4, Jalan USJ 10/1, Taipan USJ, Subang Jaya, 47620, USJ, Selangor, Malaysia ",3.048209,101.58584,McDonalds,PETALING,SELANGOR,1,1,1,1,1,0,1,1,1,1,87,101,82,51,80,68,34,35,95,23,"INDERA SUBANG, SUBANG JAYA, SELANGOR",3.0527,101.5882859,FREEHOLD,CONDOMINIUM,800000.0,"USJ 9, SUBANG JAYA, SELANGOR",3.0431,101.5861601,FREEHOLD,TERRACEHOUSE,795000.0,"SUBANG PERDANA GOODYEAR COURT 3, 4 & 5, SUBANG JAYA, SELANGOR",3.0481309,101.5913701,FREEHOLD,APARTMENT,310000.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,0.742,0.742,0.742,1,1,0,Albest Employment Agency Sdn Bhd,Kemudimas Property Sdn Bhd
"McDonalds, Level 1, Lot 1.01, Annexed Building, Sunshine Complex, 11950, Bayan Baru, Pulau Pinang, Malaysia ",5.3261039000000014,100.2873652,McDonalds,BARAT DAYA,PULAU PINANG,1,1,1,1,0,0,0,1,0,0,61,59,42,15,35,24,12,16,73,10,"D'PIAZZA, BAYAN BARU, PENANG",5.326814,100.2839364,FREEHOLD,CONDOMINIUM,470000.0,"THE ONE - 1 WORLD, BAYAN BARU, PENANG",5.328788900000001,100.2844389,LEASEHOLD,CONDOMINIUM,544000.0,"1 SKY - 1 WORLD, BAYAN BARU, PENANG",5.328788900000001,100.2844389,LEASEHOLD,CONDOMINIUM,670000.0,1857.0,881.0,853.0,512.0,295.0,111.0,137.0,1857.0,881.0,853.0,512.0,295.0,111.0,137.0,1857.0,881.0,853.0,512.0,295.0,111.0,137.0,1.128,1.128,1.128,1,1,0,Nasi Kandar Zamruud Sdn Bhd,Oei Malaysia Sdn Bhd
"McDonalds, Lot B.44, Selayang Mall Shopping Centre, Jalan SU 9, Taman Selayang Utama, 68100, Selayang, Selangor, Malaysia ",3.23733,101.64446,McDonalds,GOMBAK,SELANGOR,1,1,1,1,0,0,0,0,0,0,44,44,20,10,18,37,14,5,29,9,"SELAYANG CENTRE POINT, SELAYANG, SELANGOR",3.2376810000000003,101.6444644,LEASEHOLD,FLAT,145000.0,"TAMAN SELAYANG UTAMA, SELAYANG, SELANGOR",3.237264,101.6426819,LEASEHOLD,TERRACEHOUSE,455000.0,"TAMAN SELAYANG JAYA, SELAYANG, SELANGOR",3.24066,101.6479069,FREEHOLD,FLAT,350000.0,3322.0,1617.0,1491.0,916.0,604.0,166.0,237.0,3322.0,1617.0,1491.0,916.0,604.0,166.0,237.0,3322.0,1617.0,1491.0,916.0,604.0,166.0,237.0,1.281,1.281,0.898,1,0,0,Reforme Hair Studio,Seal Incorporated Bhd
"McDonalds, Shop No. 111,112,113, Jalan Sia Har Yam, 85000, Segamat, Johor, Malaysia ",2.5033239,102.8216727,McDonalds,SEGAMAT,JOHOR,1,1,0,0,0,1,0,1,0,0,19,9,3,7,9,18,14,5,14,12,"TAMAN RIA, SUNGAI SEGAMAT - TR 101, SEGAMAT, JOHOR",2.50346,102.8207542,FREEHOLD,TERRACEHOUSE,120000.0,"TAMAN KOH CHENG SAN, SUNGAI SGT -TR 459, SEGAMAT, JOHOR",2.50346,102.8207542,FREEHOLD,TERRACEHOUSE,180000.0,"P. LOT 304 TANAH KURNIA, SUNGAI SGT - TR 534, SEGAMAT, JOHOR",2.50346,102.8207542,LEASEHOLD,BUNGALOW,217500.0,394.0,203.0,192.0,94.0,98.0,49.0,17.0,394.0,203.0,192.0,94.0,98.0,49.0,17.0,394.0,203.0,192.0,94.0,98.0,49.0,17.0,0.887,0.887,0.887,1,1,0,U Mobile Store (Segamat - Twinkle Star Communication Sdn Bhd),Perniagaan Letrik Lian Hwa
"McDonalds, G-25, Wetex Parade, Jalan Ali, 84000, Muar, Johor, Malaysia ",2.0445516,102.5661661,McDonalds,MUAR,JOHOR,1,1,1,1,0,0,0,0,0,0,44,47,28,62,31,37,31,16,40,24,"JALAN MERIAM, MUAR, JOHOR",2.0444848,102.5637814,FREEHOLD,BUNGALOW,1000000.0,"TAMAN GURU-GURU, MUAR, JOHOR",2.0425926,102.5644082,FREEHOLD,TERRACEHOUSE,320000.0,"BUKIT BAKRI LOCAL COUNCIL, BAKRI, JOHOR",2.0471092,102.5654008,LEASEHOLD,BUNGALOW,333970.0,845.0,407.0,407.0,209.0,147.0,79.0,54.0,845.0,407.0,407.0,209.0,147.0,79.0,54.0,487.0,248.0,230.0,122.0,84.0,37.0,44.0,0.72,0.567,0.72,1,0,0,High Light,Mumchy Cafe
"McDonalds, Lot LG 35, Lower Ground, Terminal 1 Shopping Complex, 70300, Seremban, Negeri Sembilan, Malaysia ",2.7223262000000004,101.9367447,McDonalds,SEREMBAN,NEGERI SEMBILAN,1,1,1,1,0,1,1,1,0,0,38,38,16,52,9,17,18,25,50,34,"45 D II, SEREMBAN, NEGERI SEMBILAN",2.725889,101.9378239,FREEHOLD,TERRACEHOUSE,128000.0,"TAMAN CHERNG SEANG, SEREMBAN, NEGERI SEMBILAN",2.725889,101.9378239,FREEHOLD,TERRACEHOUSE,360000.0,"TAMAN GREENHILL, SEREMBAN, NEGERI SEMBILAN",2.725889,101.9378239,FREEHOLD,SEMI-D,580000.0,1629.0,728.0,682.0,379.0,301.0,154.0,80.0,1629.0,728.0,682.0,379.0,301.0,154.0,80.0,1629.0,728.0,682.0,379.0,301.0,154.0,80.0,0.966,0.966,0.966,1,1,0,Hebat Megah Sdn Bhd,GSC
"McDonalds, Lot G08, Ground Floor, Ampang Point Shopping Centre, Jalan Mamanda 3, 68000, Ampang, Selangor, Malaysia ",3.1577296,101.7507463,McDonalds,HULU LANGAT,SELANGOR,1,1,1,1,1,0,1,0,1,0,94,115,105,71,40,57,29,86,18,30,"TAMAN AMPANG MAJU, AMPANG, SELANGOR",3.1577567,101.7511395,FREEHOLD,SEMI-D,1725000.0,"TAMAN DATO AHMAD RAZALI, AMPANG, SELANGOR",3.156748,101.7520628,LEASEHOLD,TERRACEHOUSE,800000.0,"AMPANG BOULEVARD, AMPANG, SELANGOR",3.15571,101.749816,LEASEHOLD,CONDOMINIUM,480000.0,5446.0,2549.0,2407.0,1551.0,994.0,271.0,331.0,5446.0,2549.0,2407.0,1551.0,994.0,271.0,331.0,5446.0,2549.0,2407.0,1551.0,994.0,271.0,331.0,1.111,1.111,1.111,1,0,0,Zu Yuan Enterprise (m) Sdn. Bhd.,Digi Telecommunications Sdn Bhd
"McDonalds, Lot 17, Ground Floor, IOI Mall, Batu 9 Jalan Puchong, Bandar Puchong Jaya, 47100, Puchong, Selangor, Malaysia ",3.045187,101.6179914,McDonalds,PETALING,SELANGOR,1,1,1,1,1,1,1,0,1,1,91,84,92,44,37,40,15,28,67,9,"SKYPOD RESIDENCES, PUCHONG, SELANGOR",3.0431310000000003,101.6196247,FREEHOLD,SERVICERESIDENCE,552500.0,"SUTRAMAS, PUCHONG, SELANGOR",3.0415426,101.6241604,FREEHOLD,APARTMENT,307000.0,"LA VISTA, PUCHONG, SELANGOR",3.0444343,101.6259088,FREEHOLD,CONDOMINIUM,530000.0,3914.0,1764.0,1588.0,1023.0,636.0,140.0,293.0,3914.0,1764.0,1588.0,1023.0,636.0,140.0,293.0,3914.0,1764.0,1588.0,1023.0,636.0,140.0,293.0,1.453,1.315,1.315,1,0,0,QS Citifoto Sdn Bhd,Huawei Experience Store @ IOI Mall Puchong
"McDonalds, No. 1, Units E104-E105, Jalan SS 6/2, Kelana Jaya, 47301, Petaling Jaya, Selangor, Malaysia ",3.1011093,101.5985614,McDonalds,PETALING,SELANGOR,1,1,1,0,1,1,1,0,1,1,83,107,173,93,26,51,28,31,47,9,"THE GRAND @ KELANA DAMANSARA SUITE, PETALING JAYA, SELANGOR",3.1018356,101.5983288,FREEHOLD,SERVICERESIDENCE,490850.0,"KELANA PARKVIEW, PETALING JAYA, SELANGOR",3.1006212000000004,101.5991965,FREEHOLD,CONDOMINIUM,468000.0,"PKNS SS6, PETALING JAYA, SELANGOR",3.102341,101.6012189,FREEHOLD,FLAT,185000.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,2508.0,1077.0,1066.0,700.0,518.0,105.0,154.0,0.816,0.816,0.816,1,0,0,69 Records Sdn Bhd,Saji Bumi Sdn Bhd
"McDonalds, Lot 2 & 2-1, Jalan 1/76D, Desa Pandan, 55100, Kuala Lumpur, Malaysia ",3.1470922000000003,101.7368525,McDonalds,KUALA LUMPUR,KUALA LUMPUR,1,1,1,1,1,0,0,0,1,1,123,122,122,57,45,77,34,84,24,32,"DESA PANDAN, DESA PANDAN, KUALA LUMPUR",3.14701,101.7373432,LEASEHOLD,CONDOMINIUM,1000000.0,"SENTRIO PANDAN, AMPANG, KUALA LUMPUR",3.148051,101.7373452,LEASEHOLD,SERVICE RESIDENCE,634000.0,"RSGC VIEW, DESA PANDAN, KUALA LUMPUR",3.147358,101.7354668,FREEHOLD,APARTMENT,623000.0,5034.0,2373.0,2352.0,1417.0,945.0,295.0,437.0,5034.0,2373.0,2352.0,1417.0,945.0,295.0,437.0,5034.0,2373.0,2352.0,1417.0,945.0,295.0,437.0,1.111,1.111,1.111,1,0,0,Dong Nam A Consulting & Construction Sdn Bhd,Kedai Tukang Emas Permata Desa Pandan
"McDonalds, GF7, City Plaza, Jalan Tuanku Ibrahim, 05100, Alor Setar, Kedah, Malaysia ",6.1177230000000025,100.369724,McDonalds,KOTA SETAR,KEDAH,1,1,0,1,0,1,1,0,0,0,37,20,18,28,13,10,15,28,45,18,"(75C) JALAN LANGGAR, ALOR SETAR, KEDAH",6.116794199999998,100.3692623,LEASEHOLD,BUNGALOW,10000.0,"(75D) JALAN LANGGAR, ALOR SETAR, KEDAH",6.116794199999998,100.3692623,FREEHOLD,TERRACEHOUSE,330000.0,"TAMAN SELAMAT, ALOR SETAR, KEDAH",6.1170181,100.3687688,LEASEHOLD,TERRACEHOUSE,90000.0,947.0,461.0,444.0,222.0,164.0,106.0,59.0,947.0,461.0,444.0,222.0,164.0,106.0,59.0,947.0,461.0,444.0,222.0,164.0,106.0,59.0,0.897,0.897,0.897,1,0,0,Mivita Pharmacy,McDonald's
